名称 (Name),详情链接 (Link),图片链接 (Image),目 (Order),科 (Family),属 (Genus)
栗额金刚鹦鹉 / Chestnut-fronted Macaw / Ara severus,https://www.huaniao8.com/niao/58410.html,https://hn8i.7img.cn/NjE0ZmRjNGZiZWQ1NmViYTEzNjEwMjBlZGEyOWNlNTUvMjUwLzMyMC9hOTBh.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Ara
豪勋爵岛鹦鹉 / Lord Howe Parakeet / Cyanoramphus subflavescens,https://www.huaniao8.com/niao/58117.html,https://hn8i.7img.cn/NTYwMGEyODk3NTUxNmMwMTg1NGE3YzE5MDkxNWRmZmQvMjUwLzMyMC8zY2I1.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyanoramphus
红冠灰凤头鹦鹉 / Gang-gang Cockatoo / Callocephalon fimbriatum,https://www.huaniao8.com/niao/74333.html,https://hn8i.7img.cn/M2JiNmI2NjIwYmU3ZTdjMGE3ZjVhNTM2NTg2MjhhNTEvMjUwLzMyMC84ZmI4.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Callocephalon
红腹鹦哥 / Maroon-bellied Parakeet / Pyrrhura frontalis,https://www.huaniao8.com/niao/58016.html,https://hn8i.7img.cn/MGExM2JlODYzZjIxNDc5OThlMjQyYmFlNTU0ZDQzZWQvMjUwLzMyMC8zYzM3.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
马岛小鹦鹉 / Lesser Vasa Parrot / Coracopsis nigra,https://www.huaniao8.com/niao/74309.html,https://hn8i.7img.cn/MDI4YTNkOThjYjJlOTBjODkyYTg3YjE1YmUxM2U0Y2EvMjUwLzMyMC81ZTVl.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Coracopsis
金肩扇尾鹦鹉 / Golden-mantled Racket-tail / Prioniturus platurus,https://www.huaniao8.com/niao/74245.html,https://hn8i.7img.cn/YTIyYWJmYTVhMTk2ZjYwODM2ODFhNTg5YjkyZDhlYjMvMjUwLzMyMC80Njkw.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Prioniturus
彼氏鹦鹉 / Pesquet’s Parrot / Psittrichas fulgidus,https://www.huaniao8.com/niao/74255.html,https://hn8i.7img.cn/YTJmYjAxMzU5MTUwOGUxNzRkZDQwNzk4ZjMxYTdjMTYvMjUwLzMyMC8xNDAx.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittrichas
白顶鹦哥 / White-capped Parrot / Pionus seniloides,https://www.huaniao8.com/niao/57375.html,https://hn8i.7img.cn/ZmE1ZjZjOGYwNjUzNjkwMmI5ZWZmOTU5YTdlOTk3OGEvMjUwLzMyMC9mYTAx.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pionus
红斑扇尾鹦鹉 / Yellow-breasted Racket-tail / Prioniturus flavicans,https://www.huaniao8.com/niao/57642.html,https://hn8i.7img.cn/OGQ0YzY4OGFjZTgxZWRlZjY5YjJlZDAyZjI4ZjU2ZDgvMjUwLzMyMC80NmFh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Prioniturus
蓝腰鹦哥 / Mexican Parrotlet / Forpus cyanopygius,https://www.huaniao8.com/niao/57100.html,https://hn8i.7img.cn/OTQ5ZGFhNTA0ZmJkYmU2ODYzYzg1Y2E0ZWI5MDU0ZTkvMjUwLzMyMC84ZmJl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Forpus
红蓝鹦鹉 / Red-and-blue Lory / Eos histrio,https://www.huaniao8.com/niao/57798.html,https://hn8i.7img.cn/YjYwOTk0ZjAxODNlOWI2ODU4ZTRlYmUxMGE3NWM0MDUvMjUwLzMyMC9jZDkw.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Eos
绯胸辉鹦鹉 / Crimson Shining Parrot / Prosopeia splendens,https://www.huaniao8.com/niao/57647.html,https://hn8i.7img.cn/YWMzNzNiNjc2M2NhZGU1NTFkMDA3Y2ZlZWFkOWFkNTcvMjUwLzMyMC85MGNm.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Prosopeia
麦岛鹦鹉 / Macquarie Parakeet / Cyanoramphus erythrotis,https://www.huaniao8.com/niao/56878.html,https://hn8i.7img.cn/dGh1bWIvMjUwLzMyMC82ZTM0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyanoramphus
青头鹦鹉 / Slaty-headed Parakeet / Psittacula himalayana,https://www.huaniao8.com/niao/56856.html,https://hn8i.7img.cn/ZmNlMDk3YjljYTRiMGRhN2JmZjUxMjU3YjhmYzQwNzgvMjUwLzMyMC9kMjM0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
橙颊鹦哥 / Orange-cheeked Parrot / Pyrilia barrabandi,https://www.huaniao8.com/niao/56849.html,https://hn8i.7img.cn/MWM1MjU5OWY0NzhhMWViMWE5YmI2MjA2NjgzMzE4ZWUvMjUwLzMyMC8wZWI1.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrilia
棕树凤头鹦鹉 / Palm Cockatoo / Probosciger aterrimus,https://www.huaniao8.com/niao/56806.html,https://hn8i.7img.cn/MmRlNWQ0ZGViODM1M2VhNzUxZjc2MGE4MmVmYjU4MDEvMjUwLzMyMC84NjBm.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Probosciger
澳西玫瑰鹦鹉 / Western Rosella / Platycercus icterotis,https://www.huaniao8.com/niao/56670.html,https://hn8i.7img.cn/MDM2YjQ1ZmViMjZlZDliNGY3ZTc5NDEzYTNhMjBhMDcvMjUwLzMyMC8zMmVm.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Platycercus
穴鹦哥 / Burrowing Parrot / Cyanoliseus patagonus,https://www.huaniao8.com/niao/56445.html,https://hn8i.7img.cn/NmIyZjVlODUyOWVlYTFkZGMxZWQyZWUyNzJkMGNkOWQvMjUwLzMyMC8xZGRm.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Cyanoliseus
毛里求斯灰鹦鹉 / Mascarene Grey Parakeet / Psittacula bensoni,https://www.huaniao8.com/niao/56372.html,https://hn8i.7img.cn/ZmU4MmIxMGZhNTA0MzhlNDcyZmNmODc4MzY5ZWJmMmQvMjUwLzMyMC9iOTE1.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
艳绿领鹦鹉 / Layard’s Parakeet / Psittacula calthrapae,https://www.huaniao8.com/niao/56218.html,https://hn8i.7img.cn/NWJlMGM3NjQ4MDYxNzMyYTdlMTJkMDgxYjg5M2JlYWUvMjUwLzMyMC9kMDNi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
安汶王鹦鹉 / Moluccan King Parrot / Alisterus amboinensis,https://www.huaniao8.com/niao/74243.html,https://hn8i.7img.cn/MzQ3YmI2ZDFiNzdlZWM1NGMxYjk3OTg1MDk5NzcxNmMvMjUwLzMyMC9jNDQ0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Alisterus
黑额鹦鹉 / Black-fronted Parakeet / Cyanoramphus zealandicus,https://www.huaniao8.com/niao/55157.html,https://hn8i.7img.cn/MzE3OWQ3ODQxNWU1N2UwZTQ1ZTZkZDgwNzY1YTc3YzEvMjUwLzMyMC82YWJi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyanoramphus
澳东玫瑰鹦鹉 / Eastern Rosella / Platycercus eximius,https://www.huaniao8.com/niao/55133.html,https://hn8i.7img.cn/NDRlNDgyYjBkOGFmODc5ZDUyYThjYjg0MzMyNjE0ZWYvMjUwLzMyMC9mZWI5.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Platycercus
蓝纹鹦鹉 / Blue-streaked Lory / Eos reticulata,https://www.huaniao8.com/niao/54600.html,https://hn8i.7img.cn/NGY3YjgxN2Q4ZjViYWU4N2FmMGFlODM5NzcwZDRiMDgvMjUwLzMyMC9hZGEw.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Eos
橙颏鹦哥 / Orange-chinned Parakeet / Brotogeris jugularis,https://www.huaniao8.com/niao/54753.html,https://hn8i.7img.cn/NjExMjY1NzkzNTY2NWIwZjUyMGM5MGFmNzg2MTg0NDkvMjUwLzMyMC9hYzUz.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Brotogeris
黄胸辉鹦鹉 / Masked Shining Parrot / Prosopeia personata,https://www.huaniao8.com/niao/54221.html,https://hn8i.7img.cn/YzEyODhmN2U2MjU3M2NiOTRmYTU1ZThjOTQ1ZThjNzAvMjUwLzMyMC81MmVi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Prosopeia
番红头鹦哥 / Saffron-headed Parrot / Pyrilia pyrilia,https://www.huaniao8.com/niao/54340.html,https://hn8i.7img.cn/YWZlNmEzMzFmZWFkNzUyMDliNDFhYWQzOTJiY2M5MWEvMjUwLzMyMC9kZjFh.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrilia
棕额鹦哥 / Rufous-fronted Parakeet / Bolborhynchus ferrugineifrons,https://www.huaniao8.com/niao/53735.html,https://hn8i.7img.cn/YmQwYmNhMzg2NWQ2MjEyZTBkYWRiOWEzMWIzMTRjYzEvMjUwLzMyMC85ZTQ1.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Bolborhynchus
仙鹦鹉 / Fairy Lorikeet / Charmosyna pulchella,https://www.huaniao8.com/niao/53721.html,https://hn8i.7img.cn/M2ExYjQ0NDA5M2QzM2Q1MDVhZmQ0YWI5NjA3Mzk3MzcvMjUwLzMyMC8yYzli.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
孔氏鹦鹉 / Kuhl’s Lorikeet / Vini kuhlii,https://www.huaniao8.com/niao/53598.html,https://hn8i.7img.cn/ZTQ3NjczZDYwZGNmYzUxMDc5YzU1NGUxMTE4YzBlNTMvMjUwLzMyMC9iNzFm.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Vini
横斑鹦哥 / Barred Parakeet / Bolborhynchus lineola,https://www.huaniao8.com/niao/53185.html,https://hn8i.7img.cn/MTg1YzAzNjIzMzgwZmMxMDZlYmY1N2RmYmEyYzE4YzMvMjUwLzMyMC80NWY3.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Bolborhynchus
蓝领鹦鹉 / Blue-collared Parrot / Geoffroyus simplex,https://www.huaniao8.com/niao/53251.html,https://hn8i.7img.cn/ZmE5NzBjNmEzZjlmMWRlYTFhZGU1MTg2MTZmZGE4ZTQvMjUwLzMyMC81OWQz.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Geoffroyus
黄嘴鹦哥 / Yellow-billed Amazon / Amazona collaria,https://www.huaniao8.com/niao/53078.html,https://hn8i.7img.cn/NzEyYjAyMzdiMzVjN2ZiYjdkODE0YTgwYmMzM2E2OWUvMjUwLzMyMC80NGVh.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
褐头绿鹦鹉 / Olive-headed Lorikeet / Trichoglossus euteles,https://www.huaniao8.com/niao/52950.html,https://hn8i.7img.cn/ZjA3MDJhNTVmYWYyNDM2ZGEyYjc4MmI2YWViYjZkOGEvMjUwLzMyMC8zYzQx.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Trichoglossus
华丽鹦鹉 / Ornate Lorikeet / Trichoglossus ornatus,https://www.huaniao8.com/niao/52497.html,https://hn8i.7img.cn/NDYzYjA3ODdmNDQzMjQzMTlmZWI1NGFiMDcxMWIzMDUvMjUwLzMyMC9hYzk0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Trichoglossus
彩冠凤头鹦鹉 / Major Mitchell’s Cockatoo / Lophochroa leadbeateri,https://www.huaniao8.com/niao/52922.html,https://hn8i.7img.cn/N2NmNjkzNGUyM2IxZTVhZjc4MmY1YTJjY2E4YjIyZmYvMjUwLzMyMC9jM2Q5.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Lophochroa
大紫胸鹦鹉 / Lord Derby’s Parakeet / Psittacula derbiana,https://www.huaniao8.com/niao/52340.html,https://hn8i.7img.cn/N2EyM2ZlODBjYWZkOTg3MzFlMGE0N2U2ZTQwYTkzYjYvMjUwLzMyMC9jY2Mw.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
橙胸果鹦鹉 / Orange-breasted Fig Parrot / Cyclopsitta gulielmitertii,https://www.huaniao8.com/niao/52266.html,https://hn8i.7img.cn/OTA5NDVkMDg4MjNiNzliODE0ZjA4NzU0NjFiMDM3ZmUvMjUwLzMyMC9hYTZk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyclopsitta
青蓝金刚鹦鹉 / Lear’s Macaw / Anodorhynchus leari,https://www.huaniao8.com/niao/52030.html,https://hn8i.7img.cn/YWI0YTY2OWVkMTdkOWQxNzZmMjcwZTBhNTE1MDFjNzQvMjUwLzMyMC9kNzY2.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Anodorhynchus
绿短尾鹦鹉 / Pygmy Hanging Parrot / Loriculus exilis,https://www.huaniao8.com/niao/52083.html,https://hn8i.7img.cn/ODgzNjFjMWNmMzAxNWExZDI0YzkyMTFjNjQ3NTkyOTcvMjUwLzMyMC83YWMx.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Loriculus
黄颈亚马逊鹦鹉 / Yellow-naped Amazon / Amazona auropalliata,https://www.huaniao8.com/niao/74105.html,https://hn8i.7img.cn/ZmJiYjNhNzZiMjBiNTJmNGQ3NjUxMjEzNmYxNTAxODkvMjUwLzMyMC85NDc0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
橙翅鹦哥 / Orange-winged Amazon / Amazona amazonica,https://www.huaniao8.com/niao/74147.html,https://hn8i.7img.cn/ZGI3M2NkZjAyMjgzODkzZjFlNTFmYmRhYjg1NGEyMjAvMjUwLzMyMC85ZGI4.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
施氏鹦鹉 / Stephen’s Lorikeet / Vini stepheni,https://www.huaniao8.com/niao/51335.html,https://hn8i.7img.cn/OTBiNDhkODA4NGU3ZTY3Zjg0NzU2MDFlZjg2NGI3M2YvMjUwLzMyMC9mNDVi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Vini
翠蓝鹦鹉 / Ultramarine Lorikeet / Vini ultramarina,https://www.huaniao8.com/niao/51053.html,https://hn8i.7img.cn/YmY3N2U5ZGQ0NTE2YzhhM2I4ZDkxZjgzOGY2MzdjYzIvMjUwLzMyMC9hNTUz.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Vini
紫枕鹦鹉 / Purple-naped Lory / Lorius domicella,https://www.huaniao8.com/niao/50842.html,https://hn8i.7img.cn/M2U3OTg5NGI1YzBhY2E5NWFhZmU3MGI3MjY1MzY5M2QvMjUwLzMyMC9iOTE5.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Lorius
噪鹦鹉 / Chattering Lory / Lorius garrulus,https://www.huaniao8.com/niao/51000.html,https://hn8i.7img.cn/MzRiNDFkMjQ2ZDQxN2M3YWE4MDE2MWNmMTg1NTU4MjgvMjUwLzMyMC9hMDBm.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Lorius
暗头鹦哥 / Dusky-headed Parakeet / Aratinga weddellii,https://www.huaniao8.com/niao/50447.html,https://hn8i.7img.cn/ZDg5MTEwYzUwODdjNzk4ZTE5ZjQxNDhkYTBlYWU0MGEvMjUwLzMyMC83MGNl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Aratinga
蓝鹦鹉 / Blue Lorikeet / Vini peruviana,https://www.huaniao8.com/niao/50255.html,https://hn8i.7img.cn/NmU0MjZiN2FhODg0ODY2Y2ExMDlkYzFlMTZiMTk3OGMvMjUwLzMyMC80YTRl.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Vini
纹背绿鹦鹉 / Madarasz’s Tiger Parrot / Psittacella madaraszi,https://www.huaniao8.com/niao/50312.html,https://hn8i.7img.cn/OTI5ZWIwNjAwOTczYTk2ODQxNzhiNzY1N2I0ODYzZjkvMjUwLzMyMC9iOGZl.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacella
淡黄翅鹦哥 / White-winged Parakeet / Brotogeris versicolurus,https://www.huaniao8.com/niao/50186.html,https://hn8i.7img.cn/YzYxMDY1ZmJiMzEwZTc0ODVmNGJlMDJhNThkMDNhZjEvMjUwLzMyMC85ODMx.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Brotogeris
褐颈鹦鹉 / Cape Parrot / Poicephalus robustus,https://www.huaniao8.com/niao/49961.html,https://hn8i.7img.cn/MTdmNThkMTBmMjM4Y2EzZmM3NzMzYjA4ZGQxNzEyNDUvMjUwLzMyMC9jNTNk.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Poicephalus
黄头鹦哥 / Yellow-faced Parrot / Alipiopsitta xanthops,https://www.huaniao8.com/niao/74103.html,https://hn8i.7img.cn/OWRlZjY2YzYwMzg2NWRhNDMyMGNhMjNiNTliYzFlMzkvMjUwLzMyMC9mZmFm.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Alipiopsitta
绣眼蓝翅鹦哥 / Cobalt-winged Parakeet / Brotogeris cyanoptera,https://www.huaniao8.com/niao/74099.html,https://hn8i.7img.cn/OWFlNjRiY2M2YTIwZWZhYzE0NDVkM2JiN2I3ODU0YzgvMjUwLzMyMC84NzA0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Brotogeris
褐胸鹦哥 / Flame-winged Parakeet / Pyrrhura calliptera,https://www.huaniao8.com/niao/74076.html,https://hn8i.7img.cn/MDhhMzE5NWYzZTA2N2Y3MjcxOTBjMjI3YWZiOGFmNzkvMjUwLzMyMC83ZTRh.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
蓝眼凤头鹦鹉 / Blue-eyed Cockatoo / Cacatua ophthalmica,https://www.huaniao8.com/niao/49684.html,https://hn8i.7img.cn/NGUwYmEzZGQwZDAzNGY5YzIzN2UxM2U5MWE5MjlmYjEvMjUwLzMyMC8xMTA4.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Cacatua
高山鹦哥 / Cordilleran Parakeet / Psittacara frontatus,https://www.huaniao8.com/niao/49898.html,https://hn8i.7img.cn/dGh1bWIvMjUwLzMyMC82ZTM0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacara
红喉鹦鹉 / Red-throated Lorikeet / Charmosyna amabilis,https://www.huaniao8.com/niao/49653.html,https://hn8i.7img.cn/MTgwYzllYzFiZGMwOGVhZTU4MDE0ZTdkYmQ3NDJkOTYvMjUwLzMyMC84NDk2.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
瑞氏灰头鹦鹉 / Brown-necked Parrot / Poicephalus fuscicollis,https://www.huaniao8.com/niao/48683.html,https://hn8i.7img.cn/NmI3MjEzN2JkZDYzMTY4YjE1NjZhMWIxYzgwMTY4MTgvMjUwLzMyMC9mOGUw.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Poicephalus
亚马孙鹦哥 / Manu Parrotlet / Nannopsittaca dachilleae,https://www.huaniao8.com/niao/48306.html,https://hn8i.7img.cn/dGh1bWIvMjUwLzMyMC82ZTM0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Nannopsittaca
黑领牡丹鹦鹉 / Black-collared Lovebird / Agapornis swindernianus,https://www.huaniao8.com/niao/48055.html,https://hn8i.7img.cn/ZGVhZWU1YzUwOWYwZTdlZjBiZThhNDgyYTE3NmFjZTAvMjUwLzMyMC8zOGIz.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Agapornis
军金刚鹦鹉 / Military Macaw / Ara militaris,https://www.huaniao8.com/niao/48792.html,https://hn8i.7img.cn/ZTU5ZDdkMGQyNWFmNTVlMzQyNzk3YjkzMzYyOTBkYTkvMjUwLzMyMC8xMTE1.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Ara
毛里求斯鹦鹉 / Echo Parakeet / Psittacula eques,https://www.huaniao8.com/niao/47602.html,https://hn8i.7img.cn/NTY1OWJiMjM4NjY3YjhkYmQxOWMzYTY0MWQ5Y2U5NTQvMjUwLzMyMC9kN2U2.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
黄翅斑鹦哥 / Yellow-chevroned Parakeet / Brotogeris chiriri,https://www.huaniao8.com/niao/73996.html,https://hn8i.7img.cn/NmUyNzJkN2YwMzhmN2ZhOTYzMzk1YTgwZGM1M2E5YTUvMjUwLzMyMC9iNDhh.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Brotogeris
绿鹦哥 / Green Parakeet / Psittacara holochlorus,https://www.huaniao8.com/niao/47456.html,https://hn8i.7img.cn/Yzc3OGZmYzVmZTY1ODcwMzUxYmVjYjNiYzI1ZGM3NDcvMjUwLzMyMC80YmE5.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacara
紫颈鹦鹉 / Violet-necked Lory / Eos squamata,https://www.huaniao8.com/niao/47200.html,https://hn8i.7img.cn/Mjc1ZDM1N2NmZmE3OTk4NzcwZThkNDk4YjFjNjk5NTMvMjUwLzMyMC9kNzJm.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Eos
纯绿鹦鹉 / Antipodes Parakeet / Cyanoramphus unicolor,https://www.huaniao8.com/niao/47248.html,https://hn8i.7img.cn/ODkxZGQyNmYwMjdiOGVhZDA0NGRkZmE4NjczOTc4NGMvMjUwLzMyMC9lZTdl.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyanoramphus
夜鹦鹉 / Night Parrot / Pezoporus occidentalis,https://www.huaniao8.com/niao/47134.html,https://hn8i.7img.cn/NGE0ZDk5OTliYTc1OGIyNzkyYTgwYTk4MTI3OTBhNzYvMjUwLzMyMC8yM2Jh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Pezoporus
蓝冠扇尾鹦鹉 / Blue-crowned Racket-tail / Prioniturus discurus,https://www.huaniao8.com/niao/46979.html,https://hn8i.7img.cn/MmUwZjhlMWYyNTYyYTA0OGQ4M2RkZGM2ZGZmNWM3YzUvMjUwLzMyMC82YjNk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Prioniturus
红胸侏鹦鹉 / Red-breasted Pygmy Parrot / Micropsitta bruijnii,https://www.huaniao8.com/niao/46726.html,https://hn8i.7img.cn/NzZlNGZkZjc3NzRkM2Y5ZTAzMjVjM2M2MGNkNWMwMGIvMjUwLzMyMC8xYWVm.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Micropsitta
中美红额鹦哥 / Red-fronted Parrotlet / Touit costaricensis,https://www.huaniao8.com/niao/46599.html,https://hn8i.7img.cn/OGFkM2ZkOWY1YWMxZTE2NmRkNDQyOTlmZjBkNGNjYzgvMjUwLzMyMC84NmQw.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Touit
桑岛短尾鹦鹉 / Sangihe Hanging Parrot / Loriculus catamene,https://www.huaniao8.com/niao/46349.html,https://hn8i.7img.cn/MGU3NjU2ZDExNGMyYTBlYTJkMDU0OTQ3NGI1MjUxNzkvMjUwLzMyMC83MGRh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Loriculus
金尾鹦哥 / Golden-tailed Parrotlet / Touit surdus,https://www.huaniao8.com/niao/45993.html,https://hn8i.7img.cn/NWI5MTBlNjNmMzg1OGE4ZWRmYWY1MmZiNjRmMmNlM2UvMjUwLzMyMC8xNjgx.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Touit
巴拉望扇尾鹦鹉 / Blue-headed Racket-tail / Prioniturus platenae,https://www.huaniao8.com/niao/45086.html,https://hn8i.7img.cn/NjAwNjNjYjI0MmQyZWI1NjBjZmVlY2Y3NjAyMzJjYzgvMjUwLzMyMC84N2Fh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Prioniturus
冕鹦哥 / Diademed Amazon / Amazona diadema,https://www.huaniao8.com/niao/45054.html,https://hn8i.7img.cn/MDM3MTI0YWJiN2ZmZjVjOGU1OWQxMTc4NjRjOTU4MDYvMjUwLzMyMC8xMDA5.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
白眶绿鹦哥 / Hispaniolan Amazon / Amazona ventralis,https://www.huaniao8.com/niao/44793.html,https://hn8i.7img.cn/MGQyMWE2ZWFhMjJhZDc5OWI0MWE0M2JkYzYzNGFmMDUvMjUwLzMyMC81MTNl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
花头鹦鹉 / Blossom-headed Parakeet / Psittacula roseata,https://www.huaniao8.com/niao/44689.html,https://hn8i.7img.cn/YjhhOTVjZmMzMDM0YTkyNWIxNWE5N2IzNmY0MDI0M2EvMjUwLzMyMC8wYzI2.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
灰胸鹦哥 / Grey-breasted Parakeet / Pyrrhura griseipectus,https://www.huaniao8.com/niao/44592.html,https://hn8i.7img.cn/MDVlZTc4NTA2ZjIyZWQ4ZWZhYmM1MTNkNDIyMGI2ZmEvMjUwLzMyMC9jYWI0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
